FlowID,App,AppCategory,Category,Broad Category,Domain,Third_party,App_HOST,HOST1,HOST2,HOST3,HOST4
1715,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1716,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1717,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1718,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1719,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1720,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1721,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1722,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1723,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1724,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1725,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1726,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1727,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1728,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1729,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1730,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1731,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1732,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1733,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1734,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1735,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1736,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1737,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1738,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1739,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1740,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1741,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1742,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1743,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1744,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1745,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1746,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1747,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1748,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1749,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1750,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1751,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1752,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1753,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1754,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1755,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1756,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1757,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1758,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1759,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1760,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1761,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1762,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1763,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1764,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1765,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1766,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1767,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1768,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1769,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1770,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1771,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1772,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1773,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1774,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1775,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1776,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1777,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1778,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1779,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1780,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1781,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1782,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1783,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1784,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1785,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1786,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1787,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1788,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1789,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1790,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1791,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1792,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1793,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1794,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1795,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1796,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1797,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1798,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1799,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1800,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1801,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1802,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1803,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1804,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1805,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1806,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1807,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1808,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1809,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1810,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1811,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1812,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1813,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1814,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1815,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1816,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1817,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1818,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1819,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1820,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1821,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1822,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1823,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1824,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1825,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1826,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1827,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1828,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1829,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1830,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1831,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1832,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1833,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1834,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1835,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1836,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1837,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1838,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1839,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1840,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1841,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1842,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1843,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1844,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1845,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1846,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1847,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1848,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1849,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1850,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1851,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1852,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1853,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1854,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1855,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1856,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1857,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1858,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1859,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1860,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1861,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1862,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1863,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1864,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1865,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1866,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1867,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1868,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1869,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1870,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1871,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1872,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1873,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1874,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1875,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1876,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1877,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1878,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1879,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1880,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1881,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1882,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1883,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1884,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1885,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1886,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1887,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1888,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1889,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1890,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1891,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1892,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1893,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1894,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1895,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1896,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1897,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1898,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1899,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1900,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1901,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1902,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1903,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1904,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1905,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1906,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1907,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1908,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1909,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1910,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1911,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1912,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1913,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1914,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1915,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1916,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1917,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1918,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1919,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1920,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1921,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1922,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1923,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1924,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1925,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1926,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1927,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1928,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1929,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1930,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1931,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1932,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1933,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1934,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1935,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1936,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1937,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1938,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1939,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1940,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1941,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1942,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1943,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1944,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1945,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1946,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1947,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1948,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1949,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1950,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1951,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1952,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1953,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1954,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1955,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1956,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1957,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1958,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1959,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1960,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1961,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1962,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1963,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1964,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1965,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1966,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1967,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1968,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1969,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1970,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1971,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1972,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1973,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1974,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1975,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1976,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1977,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1978,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1979,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1980,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1981,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1982,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1983,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1984,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1985,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1986,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1987,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1988,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1989,Groupon,Lifestyle,Location,Location,groupon.com,,Groupon_groupon.com,api,groupon,com,
1990,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1991,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1992,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1993,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1994,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1995,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1996,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1997,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1998,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
1999,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
2000,Groupon,Lifestyle,Search,Behavior,groupon.com,,Groupon_groupon.com,api,groupon,com,
